slug	priority	page_type	claim_sensitive	url	status	final_url	status_ok	final_url_ok	canonical	canonical_ok	schema_script_count	schema_parse_errors	schema_types_found	missing_schema_types	schema_entity_issues	ferdie_found	lead_tester_found	lab_link_found	methodology_link_found	faq_found	affiliate_disclosure_required	affiliate_disclosure_found	medical_limit_required	medical_limit_found	forbidden_public_markers	risky_claim_patterns_found	overall_pass
just-before-bed	P3	guide	no	https://simplyrest.com/just-before-bed/	200	https://simplyrest.com/just-before-bed/	yes	yes	https://simplyrest.com/just-before-bed/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	no	no			no
king-vs-california-king	P1	comparison	no	https://simplyrest.com/king-vs-california-king/	200	https://simplyrest.com/king-vs-california-king/	yes	yes	https://simplyrest.com/king-vs-california-king/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
king-vs-full	P1	comparison	no	https://simplyrest.com/king-vs-full/	200	https://simplyrest.com/king-vs-full/	yes	yes	https://simplyrest.com/king-vs-full/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
king-vs-queen	P1	comparison	no	https://simplyrest.com/king-vs-queen/	200	https://simplyrest.com/king-vs-queen/	yes	yes	https://simplyrest.com/king-vs-queen/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
king-vs-split-king	P1	comparison	no	https://simplyrest.com/king-vs-split-king/	200	https://simplyrest.com/king-vs-split-king/	yes	yes	https://simplyrest.com/king-vs-split-king/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
latex-vs-innerspring-mattress	P1	comparison	no	https://simplyrest.com/latex-vs-innerspring-mattress/	200	https://simplyrest.com/latex-vs-innerspring-mattress/	yes	yes	https://simplyrest.com/latex-vs-innerspring-mattress/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	yes	yes	no	no	no			no
mattress-accessories	P3	guide	no	https://simplyrest.com/mattress-accessories/	200	https://simplyrest.com/mattress-accessories/	yes	yes	https://simplyrest.com/mattress-accessories/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-comparison	P0	comparison	no	https://simplyrest.com/mattress-comparison/	200	https://simplyrest.com/mattress-comparison/	yes	yes	https://simplyrest.com/mattress-comparison/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-foundation-sizes-guide	P3	guide	no	https://simplyrest.com/mattress-foundation-sizes-guide/	200	https://simplyrest.com/mattress-foundation-sizes-guide/	yes	yes	https://simplyrest.com/mattress-foundation-sizes-guide/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	yes	yes	no	no	no			no
mattress-guides	P3	guide	no	https://simplyrest.com/mattress-guides/	200	https://simplyrest.com/mattress-guides/	yes	yes	https://simplyrest.com/mattress-guides/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-resources	P3	guide	no	https://simplyrest.com/mattress-resources/	200	https://simplyrest.com/mattress-resources/	yes	yes	https://simplyrest.com/mattress-resources/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-reviews-finding-the-best-ones-online	P3	guide	no	https://simplyrest.com/mattress-reviews-finding-the-best-ones-online/	200	https://simplyrest.com/mattress-reviews-finding-the-best-ones-online/	yes	yes	https://simplyrest.com/mattress-reviews-finding-the-best-ones-online/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-sales	P2	sales	no	https://simplyrest.com/mattress-sales/	200	https://simplyrest.com/mattress-sales/	yes	yes	https://simplyrest.com/mattress-sales/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-sizes-and-dimensions	P3	guide	no	https://simplyrest.com/mattress-sizes-and-dimensions/	200	https://simplyrest.com/mattress-sizes-and-dimensions/	yes	yes	https://simplyrest.com/mattress-sizes-and-dimensions/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	yes	yes	no	no	no			no
mattress-stores	P2	local	no	https://simplyrest.com/mattress-stores/	200	https://simplyrest.com/mattress-stores/	yes	yes	https://simplyrest.com/mattress-stores/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-too-soft-or-too-firm	P3	guide	no	https://simplyrest.com/mattress-too-soft-or-too-firm/	200	https://simplyrest.com/mattress-too-soft-or-too-firm/	yes	yes	https://simplyrest.com/mattress-too-soft-or-too-firm/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-trends-2020	P3	guide	no	https://simplyrest.com/mattress-trends-2020/	200	https://simplyrest.com/mattress-trends-2020/	yes	yes	https://simplyrest.com/mattress-trends-2020/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
mattress-types	P3	guide	no	https://simplyrest.com/mattress-types/	200	https://simplyrest.com/mattress-types/	yes	yes	https://simplyrest.com/mattress-types/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no		\bcure(?:s|d)?\b	no
memorial-day-mattress-sales-top-brands	P2	sales	no	https://simplyrest.com/memorial-day-mattress-sales-top-brands/	200	https://simplyrest.com/memorial-day-mattress-sales-top-brands/	yes	yes	https://simplyrest.com/memorial-day-mattress-sales-top-brands/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	yes	yes	no	no	no			no
memory-foam-vs-hybrid-mattress	P1	comparison	no	https://simplyrest.com/memory-foam-vs-hybrid-mattress/	200	https://simplyrest.com/memory-foam-vs-hybrid-mattress/	yes	yes	https://simplyrest.com/memory-foam-vs-hybrid-mattress/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
memory-foam-vs-pillow-top	P1	comparison	no	https://simplyrest.com/memory-foam-vs-pillow-top/	200	https://simplyrest.com/memory-foam-vs-pillow-top/	yes	yes	https://simplyrest.com/memory-foam-vs-pillow-top/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
memory-foam-vs-serene-foam	P1	comparison	no	https://simplyrest.com/memory-foam-vs-serene-foam/	200	https://simplyrest.com/memory-foam-vs-serene-foam/	yes	yes	https://simplyrest.com/memory-foam-vs-serene-foam/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
memory-foam-vs-spring-mattress	P1	comparison	no	https://simplyrest.com/memory-foam-vs-spring-mattress/	200	https://simplyrest.com/memory-foam-vs-spring-mattress/	yes	yes	https://simplyrest.com/memory-foam-vs-spring-mattress/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
natural-sleep-aids	P1-claim-sensitive	guide	yes	https://simplyrest.com/natural-sleep-aids/	200	https://simplyrest.com/natural-sleep-aids/	yes	yes	https://simplyrest.com/natural-sleep-aids/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
organic-latex-mattresses-excel-in-support-and-pressure-relief	P3	guide	no	https://simplyrest.com/organic-latex-mattresses-excel-in-support-and-pressure-relief/	200	https://simplyrest.com/organic-latex-mattresses-excel-in-support-and-pressure-relief/	yes	yes	https://simplyrest.com/organic-latex-mattresses-excel-in-support-and-pressure-relief/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
presidents-day-mattress-sale	P2	sales	no	https://simplyrest.com/presidents-day-mattress-sale/	200	https://simplyrest.com/presidents-day-mattress-sale/	yes	yes	https://simplyrest.com/presidents-day-mattress-sale/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	yes	yes	no	no	no			no
privacy	P3	guide	no	https://simplyrest.com/privacy/	200	https://simplyrest.com/privacy/	yes	yes	https://simplyrest.com/privacy/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	no	no			no
queen-vs-california-king	P1	comparison	no	https://simplyrest.com/queen-vs-california-king/	200	https://simplyrest.com/queen-vs-california-king/	yes	yes	https://simplyrest.com/queen-vs-california-king/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
queen-vs-twin	P1	comparison	no	https://simplyrest.com/queen-vs-twin/	200	https://simplyrest.com/queen-vs-twin/	yes	yes	https://simplyrest.com/queen-vs-twin/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
queen-vs-twin-xl	P1	comparison	no	https://simplyrest.com/queen-vs-twin-xl/	200	https://simplyrest.com/queen-vs-twin-xl/	yes	yes	https://simplyrest.com/queen-vs-twin-xl/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
reset-sleep-clock	P1-claim-sensitive	guide	yes	https://simplyrest.com/reset-sleep-clock/	200	https://simplyrest.com/reset-sleep-clock/	yes	yes	https://simplyrest.com/reset-sleep-clock/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
sleep-habits-affect-mattress-comfort	P1-claim-sensitive	guide	yes	https://simplyrest.com/sleep-habits-affect-mattress-comfort/	200	https://simplyrest.com/sleep-habits-affect-mattress-comfort/	yes	yes	https://simplyrest.com/sleep-habits-affect-mattress-comfort/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	yes	no			no
sleep-health	P1-claim-sensitive	guide	yes	https://simplyrest.com/sleep-health/	200	https://simplyrest.com/sleep-health/	yes	yes	https://simplyrest.com/sleep-health/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
sleep-schedule-consistency-and-work-week	P1-claim-sensitive	guide	yes	https://simplyrest.com/sleep-schedule-consistency-and-work-week/	200	https://simplyrest.com/sleep-schedule-consistency-and-work-week/	yes	yes	https://simplyrest.com/sleep-schedule-consistency-and-work-week/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
stages-of-sleep	P1-claim-sensitive	guide	yes	https://simplyrest.com/stages-of-sleep/	200	https://simplyrest.com/stages-of-sleep/	yes	yes	https://simplyrest.com/stages-of-sleep/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
technology-and-sleep	P1-claim-sensitive	guide	yes	https://simplyrest.com/technology-and-sleep/	200	https://simplyrest.com/technology-and-sleep/	yes	yes	https://simplyrest.com/technology-and-sleep/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
trouble-sleeping	P1-claim-sensitive	guide	yes	https://simplyrest.com/trouble-sleeping/	200	https://simplyrest.com/trouble-sleeping/	yes	yes	https://simplyrest.com/trouble-sleeping/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	yes	no			no
twin-vs-full	P1	comparison	no	https://simplyrest.com/twin-vs-full/	200	https://simplyrest.com/twin-vs-full/	yes	yes	https://simplyrest.com/twin-vs-full/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
twin-vs-twin-xl	P1	comparison	no	https://simplyrest.com/twin-vs-twin-xl/	200	https://simplyrest.com/twin-vs-twin-xl/	yes	yes	https://simplyrest.com/twin-vs-twin-xl/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
twin-xl-vs-split-king	P1	comparison	no	https://simplyrest.com/twin-xl-vs-split-king/	200	https://simplyrest.com/twin-xl-vs-split-king/	yes	yes	https://simplyrest.com/twin-xl-vs-split-king/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
whats-the-best-mattress-for-plus-size-people	P3	guide	no	https://simplyrest.com/whats-the-best-mattress-for-plus-size-people/	200	https://simplyrest.com/whats-the-best-mattress-for-plus-size-people/	yes	yes	https://simplyrest.com/whats-the-best-mattress-for-plus-size-people/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no	physical therapist		no
which-memory-foam-is-best	P3	guide	no	https://simplyrest.com/which-memory-foam-is-best/	200	https://simplyrest.com/which-memory-foam-is-best/	yes	yes	https://simplyrest.com/which-memory-foam-is-best/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	no	no	no	no			no
wyoming-king-vs-alaskan-king	P1	comparison	no	https://simplyrest.com/wyoming-king-vs-alaskan-king/	200	https://simplyrest.com/wyoming-king-vs-alaskan-king/	yes	yes	https://simplyrest.com/wyoming-king-vs-alaskan-king/	yes	0	0		Article; FAQPage; BreadcrumbList; Person; Organization	no parseable JSON-LD schema	no	no	no	no	no	yes	no	no	no			no
